row,SID,ip,firstName,# Users,Trials per user,domain,experimentName,levelName,Numberline,currentLevelNo,totalTrials,currentMode,currentQuestion,Opportunity Count,Temp(Opp),answerByUser,answerDec,Hit Rate,hitType,currentTrialStartTime,currentTrialEndTime,currentAccuracy,avgAccuracy,curReactionTime,totalTime,itemsPlayed,timeLimit,avgTime,bestTime,currentStarCount,totalStarCount,score,fireType,sound,verInfo
1017917,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole5_0_25,0-25,9,4,sub,16,1,16user63130-25,(539.25 # 466.95),13.3392,0,Miss!!,Wed Sep 21 17:54:03 2011 UTC,Wed Sep 21 17:54:08 2011 UTC,89.36,88.7,4.939,382.611 Secs,35,60,3.487,2.563,0,40,0,CLICK,ON,BSNL v2.1 UCLA
1017932,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole5_0_25,0-25,9,4,sub,3,1,3user63130-25,(124.45 # 454.9),1.119,0,Miss!!,Wed Sep 21 17:54:13 2011 UTC,Wed Sep 21 17:54:16 2011 UTC,92.48,89.65,3.026,390.463 Secs,36,60,3.37175,2.563,0,40,0,CLICK,ON,BSNL v2.1 UCLA
1017950,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac5_0_1,0-1,10,4,sub,3/6,2,3/6user63130-1,(543.25 # 468.3),0.5383,1,Partial Hit!!,Wed Sep 21 17:54:27 2011 UTC,Wed Sep 21 17:54:29 2011 UTC,96.17,96.17,2.17,403.441 Secs,37,60,2.17,2.17,0,40,0,CLICK,ON,BSNL v2.1 UCLA
1017960,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac5_0_1,0-1,10,4,sub,4/4,1,4/4user63130-1,(931.25 # 454.9),0.9953,1,Perfect Hit!!,Wed Sep 21 17:54:34 2011 UTC,Wed Sep 21 17:54:38 2011 UTC,99.53,97.85,3.66,411.933 Secs,38,60,2.915,2.17,1,41,0,CLICK,ON,BSNL v2.1 UCLA
1017974,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac5_0_1,0-1,10,4,sub,6/8,1,6/8user63130-1,(760 # 452.25),0.7939,1,Partial Hit!!,Wed Sep 21 17:54:42 2011 UTC,Wed Sep 21 17:54:45 2011 UTC,95.61,97.1,2.519,419.257 Secs,39,60,2.783,2.17,1,42,0,CLICK,ON,BSNL v2.1 UCLA
1017987,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac5_0_1,0-1,10,4,sub,3/9,1,3/9user63130-1,(278.3 # 452.25),0.2261,0,Miss!!,Wed Sep 21 17:54:50 2011 UTC,Wed Sep 21 17:54:55 2011 UTC,89.28,95.14,5.568,429.607 Secs,40,60,3.47925,2.17,1,43,0,CLICK,ON,BSNL v2.1 UCLA
1018009,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole6_0_50,0-50,11,4,sub,22,1,22user63130-50,(524.5 # 461.6),25.7951,0,Miss!!,Wed Sep 21 17:55:06 2011 UTC,Wed Sep 21 17:55:09 2011 UTC,92.41,92.41,2.62,443.127 Secs,41,60,2.62,2.62,0,44,0,CLICK,ON,BSNL v2.1 UCLA
1018017,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole6_0_50,0-50,11,4,sub,48,1,48user63130-50,(892.45 # 450.9),47.4676,1,Perfect Hit!!,Wed Sep 21 17:55:14 2011 UTC,Wed Sep 21 17:55:16 2011 UTC,98.94,95.68,2.682,450.623 Secs,42,60,2.651,2.62,1,45,0,CLICK,ON,BSNL v2.1 UCLA
1018031,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole6_0_50,0-50,11,4,sub,2,1,2user63130-50,(109.75 # 452.25),1.3545,1,Perfect Hit!!,Wed Sep 21 17:55:21 2011 UTC,Wed Sep 21 17:55:24 2011 UTC,98.71,96.69,2.523,457.964 Secs,43,60,2.608333333,2.523,2,47,0,CLICK,ON,BSNL v2.1 UCLA
1018043,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole6_0_50,0-50,11,4,sub,37,1,37user63130-50,(599.45 # 452.25),30.212,0,Miss!!,Wed Sep 21 17:55:28 2011 UTC,Wed Sep 21 17:55:32 2011 UTC,86.42,94.12,3.252,466.023 Secs,44,60,2.76925,2.523,2,49,0,CLICK,ON,BSNL v2.1 UCLA
1018059,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac6_0_2,0-2,12,4,sub,9/10,1,9/10user63130-2,(669 # 560.6),1.3734,0,Miss!!,Wed Sep 21 17:55:42 2011 UTC,Wed Sep 21 17:55:43 2011 UTC,76.33,76.33,0.256,477.062 Secs,45,60,0.256,0.256,0,51,0,CLICK,ON,BSNL v2.1 UCLA
1018080,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac6_0_2,0-2,12,4,sub,3/2,1,3/2user63130-2,(931.25 # 452.25),1.9906,0,Miss!!,Wed Sep 21 17:55:48 2011 UTC,Wed Sep 21 17:55:57 2011 UTC,75.47,75.9,9.949,491.855 Secs,46,60,5.1025,0.256,0,51,0,CLICK,ON,BSNL v2.1 UCLA
1018091,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac6_0_2,0-2,12,4,sub,3/4,1,3/4user63130-2,(786.75 # 454.9),1.649,0,Miss!!,Wed Sep 21 17:56:02 2011 UTC,Wed Sep 21 17:56:05 2011 UTC,55.05,68.95,2.889,499.525 Secs,47,60,4.364666667,0.256,0,51,0,CLICK,ON,BSNL v2.1 UCLA
1018099,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac6_0_2,0-2,12,4,sub,1/2,1,1/2user63130-2,(505.8 # 462.95),0.987,0,Miss!!,Wed Sep 21 17:56:10 2011 UTC,Wed Sep 21 17:56:12 2011 UTC,75.65,70.63,2.139,506.445 Secs,48,60,3.80825,0.256,0,51,0,CLICK,ON,BSNL v2.1 UCLA
1018120,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole7_0_100,0-100,13,4,sub,28,1,28user63130-100,(302.4 # 454.9),25.4417,1,Perfect Hit!!,Wed Sep 21 17:56:23 2011 UTC,Wed Sep 21 17:56:25 2011 UTC,97.44,97.44,1.75,519.027 Secs,49,60,1.75,1.75,1,52,0,CLICK,ON,BSNL v2.1 UCLA
1018135,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole7_0_100,0-100,13,4,sub,48,1,48user63130-100,(703.8 # 438.85),72.6737,0,Miss!!,Wed Sep 21 17:56:29 2011 UTC,Wed Sep 21 17:56:33 2011 UTC,75.33,86.39,3.347,527.185 Secs,50,60,2.5485,1.75,1,53,0,CLICK,ON,BSNL v2.1 UCLA
1018143,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole7_0_100,0-100,13,4,sub,8,1,8user63130-100,(163.25 # 449.55),9.0695,1,Perfect Hit!!,Wed Sep 21 17:56:38 2011 UTC,Wed Sep 21 17:56:40 2011 UTC,98.93,90.57,1.95,533.955 Secs,51,60,2.349,1.75,2,55,0,CLICK,ON,BSNL v2.1 UCLA
1018156,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole7_0_100,0-100,13,4,sub,88,1,88user63130-100,(826.9 # 460.25),87.1614,1,Perfect Hit!!,Wed Sep 21 17:56:44 2011 UTC,Wed Sep 21 17:56:49 2011 UTC,99.16,92.72,4.152,542.925 Secs,52,60,2.79975,1.75,3,58,0,CLICK,ON,BSNL v2.1 UCLA
1018177,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac7_0_2,0-2,14,4,sub,4/4,1,4/4user63130-2,(932.6 # 457.6),1.9929,0,Miss!!,Wed Sep 21 17:56:59 2011 UTC,Wed Sep 21 17:57:04 2011 UTC,50.36,50.36,4.856,558.629 Secs,53,60,4.856,4.856,0,61,0,CLICK,ON,BSNL v2.1 UCLA
1018193,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac7_0_2,0-2,14,4,sub,5/4,1,5/4user63130-2,(570 # 472.3),1.1402,0,Near Miss!!,Wed Sep 21 17:57:09 2011 UTC,Wed Sep 21 17:57:12 2011 UTC,94.51,72.44,2.814,566.222 Secs,54,60,3.835,2.814,0,61,0,CLICK,ON,BSNL v2.1 UCLA
1018202,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac7_0_2,0-2,14,4,sub,8/4,1,8/4user63130-2,(927.25 # 472.3),1.9812,1,Perfect Hit!!,Wed Sep 21 17:57:17 2011 UTC,Wed Sep 21 17:57:21 2011 UTC,99.06,81.31,4.271,575.31 Secs,55,60,3.980333333,2.814,1,62,0,CLICK,ON,BSNL v2.1 UCLA
1018215,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac7_0_2,0-2,14,4,sub,1/4,1,1/4user63130-2,(240.85 # 453.55),0.3628,0,Near Miss!!,Wed Sep 21 17:57:26 2011 UTC,Wed Sep 21 17:57:30 2011 UTC,94.36,84.57,4.735,584.873 Secs,56,60,4.169,2.814,1,63,0,CLICK,ON,BSNL v2.1 UCLA
1018228,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole8_10_20,10-20,15,4,sub,19,1,19user631310-20,(929.9 # 453.55),19.9293,0,Miss!!,Wed Sep 21 17:57:41 2011 UTC,Wed Sep 21 17:57:44 2011 UTC,90.71,90.71,2.297,598.035 Secs,57,60,2.297,2.297,0,64,0,CLICK,ON,BSNL v2.1 UCLA
1018241,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole8_10_20,10-20,15,4,sub,15,1,15user631310-20,(444.25 # 458.95),14.2167,0,Miss!!,Wed Sep 21 17:57:48 2011 UTC,Wed Sep 21 17:57:53 2011 UTC,92.17,91.44,4.789,607.593 Secs,58,60,3.543,2.297,0,64,0,CLICK,ON,BSNL v2.1 UCLA
1018254,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole8_10_20,10-20,15,4,sub,12,1,12user631310-20,(456.25 # 465.6),14.3581,0,Miss!!,Wed Sep 21 17:57:58 2011 UTC,Wed Sep 21 17:58:01 2011 UTC,76.42,86.43,3.322,615.726 Secs,59,60,3.469333333,2.297,0,64,0,CLICK,ON,BSNL v2.1 UCLA
1018261,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole8_10_20,10-20,15,4,sub,17,1,17user631310-20,(418.8 # 453.55),13.9105,0,Miss!!,Wed Sep 21 17:58:06 2011 UTC,Wed Sep 21 17:58:09 2011 UTC,69.11,82.1,2.537,623.074 Secs,60,60,3.23625,2.297,0,64,0,CLICK,ON,BSNL v2.1 UCLA
1018280,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac8_0_2,0-2,16,4,sub,5/3,1,5/3user63130-2,(516.5 # 472.3),1.013,0,Miss!!,Wed Sep 21 17:58:20 2011 UTC,Wed Sep 21 17:58:22 2011 UTC,67.32,67.32,2.582,636.49 Secs,61,60,2.582,2.582,0,64,0,CLICK,ON,BSNL v2.1 UCLA
1018294,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac8_0_2,0-2,16,4,sub,1/3,1,1/3user63130-2,(489.7 # 492.4),0.9494,0,Miss!!,Wed Sep 21 17:58:27 2011 UTC,Wed Sep 21 17:58:32 2011 UTC,69.2,68.26,5.191,646.464 Secs,62,60,3.8865,2.582,0,64,0,CLICK,ON,BSNL v2.1 UCLA
1018309,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac8_0_2,0-2,16,4,sub,6/3,1,6/3user63130-2,(713.15 # 445.55),1.477,0,Miss!!,Wed Sep 21 17:58:37 2011 UTC,Wed Sep 21 17:58:41 2011 UTC,73.85,70.12,4.209,655.482 Secs,63,60,3.994,2.582,0,64,0,CLICK,ON,BSNL v2.1 UCLA
1018320,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac8_0_2,0-2,16,4,sub,3/3,1,3/3user63130-2,(517.8 # 448.2),1.0153,1,Perfect Hit!!,Wed Sep 21 17:58:46 2011 UTC,Wed Sep 21 17:58:49 2011 UTC,99.24,77.4,3.309,663.58 Secs,64,60,3.82275,2.582,1,65,0,CLICK,ON,BSNL v2.1 UCLA
1018345,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole9_10_50,10-50,17,4,sub,48,1,48user631310-50,(715.85 # 465.6),39.6349,0,Miss!!,Wed Sep 21 17:59:00 2011 UTC,Wed Sep 21 17:59:06 2011 UTC,79.09,79.09,5.894,680.265 Secs,65,60,5.894,5.894,0,66,0,CLICK,ON,BSNL v2.1 UCLA
1018354,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole9_10_50,10-50,17,4,sub,30,1,30user631310-50,(685.05 # 466.95),38.2214,0,Miss!!,Wed Sep 21 17:59:11 2011 UTC,Wed Sep 21 17:59:13 2011 UTC,79.45,79.27,2.359,687.396 Secs,66,60,4.1265,2.359,0,66,0,CLICK,ON,BSNL v2.1 UCLA
1018367,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole9_10_50,10-50,17,4,sub,25,1,25user631310-50,(525.85 # 445.55),30.6832,0,Miss!!,Wed Sep 21 17:59:18 2011 UTC,Wed Sep 21 17:59:21 2011 UTC,85.79,81.44,3.572,695.775 Secs,67,60,3.941666667,2.359,0,66,0,CLICK,ON,BSNL v2.1 UCLA
1018381,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole9_10_50,10-50,17,4,sub,15,1,15user631310-50,(317.1 # 457.6),20.8834,0,Miss!!,Wed Sep 21 17:59:26 2011 UTC,Wed Sep 21 17:59:29 2011 UTC,85.29,82.4,2.951,703.521 Secs,68,60,3.694,2.359,0,66,0,CLICK,ON,BSNL v2.1 UCLA
1018401,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac9_0_2,0-2,18,4,sub,10/5,1,10/5user63130-2,(916.55 # 454.9),1.9552,1,Perfect Hit!!,Wed Sep 21 17:59:40 2011 UTC,Wed Sep 21 17:59:43 2011 UTC,97.76,97.76,3.107,717.443 Secs,69,60,3.107,3.107,1,67,0,CLICK,ON,BSNL v2.1 UCLA
1018421,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac9_0_2,0-2,18,4,sub,5/10,1,5/10user63130-2,(333.2 # 461.6),0.5819,1,Partial Hit!!,Wed Sep 21 17:59:48 2011 UTC,Wed Sep 21 17:59:54 2011 UTC,95.91,96.84,5.723,727.996 Secs,70,60,4.415,3.107,1,68,0,CLICK,ON,BSNL v2.1 UCLA
1018433,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac9_0_2,0-2,18,4,sub,5/4,2,5/4user63130-2,(414.8 # 446.9),0.7727,0,Miss!!,Wed Sep 21 17:59:58 2011 UTC,Wed Sep 21 18:00:04 2011 UTC,76.14,89.94,5.401,738.205 Secs,71,60,4.743666667,3.107,1,69,0,CLICK,ON,BSNL v2.1 UCLA
1018442,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac9_0_2,0-2,18,4,sub,5/5,1,5/5user63130-2,(366.65 # 429.5),0.6596,0,Miss!!,Wed Sep 21 18:00:09 2011 UTC,Wed Sep 21 18:00:13 2011 UTC,82.98,88.2,3.885,746.892 Secs,72,60,4.529,3.107,1,70,0,CLICK,ON,BSNL v2.1 UCLA
1018465,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole10_10_100,10-100,19,4,sub,95,1,95user631310-100,(888.45 # 452.25),95.0177,1,Perfect Hit!!,Wed Sep 21 18:00:23 2011 UTC,Wed Sep 21 18:00:26 2011 UTC,99.98,99.98,2.15,759.888 Secs,73,60,2.15,2.15,1,72,0,CLICK,ON,BSNL v2.1 UCLA
1018480,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole10_10_100,10-100,19,4,sub,15,1,15user631310-100,(235.5 # 425.5),25.7951,0,Miss!!,Wed Sep 21 18:00:30 2011 UTC,Wed Sep 21 18:00:35 2011 UTC,88.01,94,4.965,769.668 Secs,74,60,3.5575,2.15,1,73,0,CLICK,ON,BSNL v2.1 UCLA
1018489,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole10_10_100,10-100,19,4,sub,30,1,30user631310-100,(234.15 # 366.6),25.689,1,Partial Hit!!,Wed Sep 21 18:00:40 2011 UTC,Wed Sep 21 18:00:42 2011 UTC,95.21,94.4,2.106,776.576 Secs,75,60,3.073666667,2.106,1,74,0,CLICK,ON,BSNL v2.1 UCLA
1018501,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole10_10_100,10-100,19,4,sub,75,1,75user631310-100,(670.35 # 460.25),71.9081,1,Partial Hit!!,Wed Sep 21 18:00:47 2011 UTC,Wed Sep 21 18:00:50 2011 UTC,96.56,94.94,2.715,784.117 Secs,76,60,2.984,2.106,1,75,0,CLICK,ON,BSNL v2.1 UCLA
1018536,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac10_0_2,0-2,20,4,sub,20/10,1,20/10user63130-2,(933.95 # 456.25),1.9953,1,Perfect Hit!!,Wed Sep 21 18:01:01 2011 UTC,Wed Sep 21 18:01:13 2011 UTC,99.77,99.77,11.94,806.91 Secs,77,60,11.94,11.94,1,77,0,CLICK,ON,BSNL v2.1 UCLA
1018550,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac10_0_2,0-2,20,4,sub,25/25,1,25/25user63130-2,(521.85 # 458.95),1.0247,1,Perfect Hit!!,Wed Sep 21 18:01:17 2011 UTC,Wed Sep 21 18:01:22 2011 UTC,98.77,99.27,4.824,816.527 Secs,78,60,8.382,4.824,2,79,0,CLICK,ON,BSNL v2.1 UCLA
1018567,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac10_0_2,0-2,20,4,sub,19/20,1,19/20user63130-2,(917.9 # 458.95),1.9576,0,Miss!!,Wed Sep 21 18:01:27 2011 UTC,Wed Sep 21 18:01:33 2011 UTC,49.62,82.72,5.549,826.922 Secs,79,60,7.437666667,4.824,2,81,0,CLICK,ON,BSNL v2.1 UCLA
1018576,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac10_0_2,0-2,20,4,sub,1/20,1,1/20user63130-2,(100.35 # 450.9),0.033,1,Perfect Hit!!,Wed Sep 21 18:01:37 2011 UTC,Wed Sep 21 18:01:41 2011 UTC,99.15,86.83,4.078,835.816 Secs,80,60,6.59775,4.078,3,84,0,CLICK,ON,BSNL v2.1 UCLA
1018600,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole11_0_500,0-500,21,4,sub,385,1,385user63130-500,(686.4 # 449.55),353.3569,0,Near Miss!!,Wed Sep 21 18:01:52 2011 UTC,Wed Sep 21 18:01:56 2011 UTC,93.67,93.67,3.426,850.064 Secs,81,60,3.426,3.426,0,87,0,CLICK,ON,BSNL v2.1 UCLA
1018610,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole11_0_500,0-500,21,4,sub,20,1,20user63130-500,(297.05 # 454.9),124.2638,0,Miss!!,Wed Sep 21 18:02:00 2011 UTC,Wed Sep 21 18:02:03 2011 UTC,79.15,86.41,3.001,857.839 Secs,82,60,3.2135,3.001,0,87,0,CLICK,ON,BSNL v2.1 UCLA
1018623,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole11_0_500,0-500,21,4,sub,200,1,200user63130-500,(469.65 # 445.55),225.5595,0,Near Miss!!,Wed Sep 21 18:02:08 2011 UTC,Wed Sep 21 18:02:13 2011 UTC,94.89,89.24,5.177,867.849 Secs,83,60,3.868,3.001,0,87,0,CLICK,ON,BSNL v2.1 UCLA
1018635,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole11_0_500,0-500,21,4,sub,375,1,375user63130-500,(620.85 # 452.25),314.4876,0,Miss!!,Wed Sep 21 18:02:18 2011 UTC,Wed Sep 21 18:02:21 2011 UTC,87.9,88.91,3.031,875.703 Secs,84,60,3.65875,3.001,0,87,0,CLICK,ON,BSNL v2.1 UCLA
1018662,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac11_0_5,0-5,22,4,sub,1/2,1,1/2user63130-5,(543.25 # 258.25),2.6914,0,Miss!!,Wed Sep 21 18:02:32 2011 UTC,Wed Sep 21 18:02:39 2011 UTC,56.17,56.17,6.503,893.007 Secs,85,60,6.503,6.503,0,87,0,CLICK,ON,BSNL v2.1 UCLA
1018672,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac11_0_5,0-5,22,4,sub,3/2,1,3/2user63130-5,(483.05 # 214.1),2.338,0,Miss!!,Wed Sep 21 18:02:43 2011 UTC,Wed Sep 21 18:02:46 2011 UTC,83.24,69.71,2.574,900.41 Secs,86,60,4.5385,2.574,0,87,0,CLICK,ON,BSNL v2.1 UCLA
1018685,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac11_0_5,0-5,22,4,sub,5/2,1,5/2user63130-5,(517.8 # 199.35),2.5383,1,Perfect Hit!!,Wed Sep 21 18:02:51 2011 UTC,Wed Sep 21 18:02:53 2011 UTC,99.23,79.55,2.033,907.271 Secs,87,60,3.703333333,2.033,1,88,0,CLICK,ON,BSNL v2.1 UCLA
1018699,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac11_0_5,0-5,22,4,sub,6/2,1,6/2user63130-5,(594.1 # 276.95),2.9918,1,Perfect Hit!!,Wed Sep 21 18:02:58 2011 UTC,Wed Sep 21 18:03:01 2011 UTC,99.84,84.62,3.705,915.81 Secs,88,60,3.70375,2.033,2,90,0,CLICK,ON,BSNL v2.1 UCLA
1018716,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole12_0_1000,0-1000,23,4,sub,920,1,920user63130-1000,(782.75 # 310.4),819.788,0,Miss!!,Wed Sep 21 18:03:12 2011 UTC,Wed Sep 21 18:03:16 2011 UTC,89.98,89.98,3.315,929.951 Secs,89,60,3.315,3.315,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018727,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole12_0_1000,0-1000,23,4,sub,110,1,110user63130-1000,(256.9 # 339.85),200.2356,0,Miss!!,Wed Sep 21 18:03:20 2011 UTC,Wed Sep 21 18:03:24 2011 UTC,90.98,90.48,3.705,938.441 Secs,90,60,3.51,3.315,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018742,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole12_0_1000,0-1000,23,4,sub,750,1,750user63130-1000,(620.85 # 339.85),628.9753,0,Miss!!,Wed Sep 21 18:03:29 2011 UTC,Wed Sep 21 18:03:31 2011 UTC,87.9,89.62,2.158,945.427 Secs,91,60,3.059333333,2.158,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018754,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole12_0_1000,0-1000,23,4,sub,580,1,580user63130-1000,(620.85 # 339.85),628.9753,1,Partial Hit!!,Wed Sep 21 18:03:36 2011 UTC,Wed Sep 21 18:03:38 2011 UTC,95.1,90.99,2.225,952.461 Secs,92,60,2.85075,2.158,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018775,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac12_0_5,0-5,24,4,sub,12/3,1,12/3user63130-5,(430.85 # 335.85),2.0259,0,Miss!!,Wed Sep 21 18:03:49 2011 UTC,Wed Sep 21 18:03:51 2011 UTC,60.52,60.52,2.063,965.365 Secs,93,60,2.063,2.063,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018798,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac12_0_5,0-5,24,4,sub,10/5,1,10/5user63130-5,(675.7 # 341.2),3.4688,0,Miss!!,Wed Sep 21 18:03:56 2011 UTC,Wed Sep 21 18:04:05 2011 UTC,70.62,65.57,9.733,979.869 Secs,94,60,5.898,2.063,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018813,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac12_0_5,0-5,24,4,sub,2/2,1,2/2user63130-5,(936.6 # 453.55),5.0059,0,Miss!!,Wed Sep 21 18:04:10 2011 UTC,Wed Sep 21 18:04:16 2011 UTC,19.88,50.34,5.283,989.988 Secs,95,60,5.693,2.063,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018826,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac12_0_5,0-5,24,4,sub,6/3,1,6/3user63130-5,(579.35 # 282.3),2.9034,0,Miss!!,Wed Sep 21 18:04:20 2011 UTC,Wed Sep 21 18:04:24 2011 UTC,81.93,58.24,3.922,998.724 Secs,96,60,5.25025,2.063,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018849,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole13_12_37,12-37,25,4,sub,22,1,22user631312-37,(702.45 # 285),30.139,0,Miss!!,Wed Sep 21 18:04:35 2011 UTC,Wed Sep 21 18:04:44 2011 UTC,67.44,67.44,8.603,1018.138 Secs,97,60,8.603,8.603,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018868,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole13_12_37,12-37,25,4,sub,17,1,17user631312-37,(216.8 # 255.55),15.828,1,Partial Hit!!,Wed Sep 21 18:04:49 2011 UTC,Wed Sep 21 18:04:55 2011 UTC,95.31,81.38,5.963,1028.933 Secs,98,60,7.283,5.963,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018884,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole13_12_37,12-37,25,4,sub,27,1,27user631312-37,(309.1 # 260.9),18.5665,0,Miss!!,Wed Sep 21 18:04:59 2011 UTC,Wed Sep 21 18:05:04 2011 UTC,66.27,76.34,4.629,1038.367 Secs,99,60,6.398333333,4.629,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018894,74,170.185.142.19 ,6313,0,120,whole,Condition-2,uclawhole13_12_37,12-37,25,4,sub,32,1,32user631312-37,(539.25 # 397.4),25.3392,0,Miss!!,Wed Sep 21 18:05:09 2011 UTC,Wed Sep 21 18:05:11 2011 UTC,73.36,75.6,2.696,1045.869 Secs,100,60,5.47275,2.696,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018915,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac13_0_5,0-5,26,4,sub,9/10,1,9/10user63130-5,(389.4 # 313.1),1.7845,0,Miss!!,Wed Sep 21 18:05:22 2011 UTC,Wed Sep 21 18:05:27 2011 UTC,82.31,82.31,4.593,1061.263 Secs,101,60,4.593,4.593,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018925,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac13_0_5,0-5,26,4,sub,5/1,1,5/1user63130-5,(298.4 # 378.65),1.2485,0,Miss!!,Wed Sep 21 18:05:32 2011 UTC,Wed Sep 21 18:05:32 2011 UTC,24.97,53.64,0.23,1066.267 Secs,102,60,2.4115,0.23,0,92,0,CLICK,ON,BSNL v2.1 UCLA
1018936,74,170.185.142.19 ,6313,0,120,fraction,Condition-2,uclafrac13_0_5,0-5,26,4,sub,9/8,1,9/8user63130-5,(912.55 # 366.6),4.8645,0,Miss!!,Wed Sep 21 18:05:37 2011 UTC,Wed Sep 21 18:05:41 2011 UTC,25.21,44.16,3.92,1074.957 Secs,103,60,2.914333333,0.23,0,92,0,CLICK,ON,BSNL v2.1 UCLA
